order_id,user_id,order_timestamp,order_value,discount_amount,shipping_cost,payment_method,delivery_type,is_first_order
11980,8559,2024-07-26,191.91,38.57,14.51,paypal,express_shipping,1
11981,3135,2024-09-07,152.57,7.9,14.69,credit_card,standard_shipping,0
11982,11453,2026-06-24,144.46,20.27,3.69,paypal,express_shipping,0
11983,9678,2025-04-24,122.35,35.42,9.42,paypal,standard_shipping,1
11984,8846,2026-06-22,78.86,30.38,9.68,apple_pay,express_shipping,0
11985,5516,2026-12-02,222.04,33.99,1.73,apple_pay,express_shipping,1
11986,5929,2024-01-06,198.37,31.38,12.79,paypal,standard_shipping,1
11987,7998,2024-10-28,187.76,5.15,1.38,apple_pay,standard_shipping,1
11988,9820,2025-04-06,241.37,5.14,4.46,paypal,express_shipping,1
11989,7244,2024-04-08,200.57,39.81,6.73,paypal,express_shipping,0
11990,10232,2026-04-24,223.03,10.92,11.74,credit_card,express_shipping,1
11991,305,2026-10-17,161.85,25.74,0.43,paypal,express_shipping,1
11992,6146,2026-11-17,29.91,37.33,9.88,credit_card,standard_shipping,1
11993,11508,2025-05-22,38.88,15.02,1.27,credit_card,express_shipping,0
11994,8074,2026-08-11,142.31,37.42,6.72,paypal,standard_shipping,1
11995,6487,2024-04-27,249.67,26.12,5.98,apple_pay,express_shipping,1
11996,11399,2025-10-05,50.8,19.11,7.33,apple_pay,standard_shipping,0
11997,3229,2026-07-10,187.74,38.86,14.97,credit_card,express_shipping,0
11998,7103,2026-08-06,142.69,19.32,12.19,apple_pay,standard_shipping,0
11999,4303,2024-03-02,100.17,36.58,12.69,paypal,standard_shipping,0
12000,8739,2024-11-22,32.63,15.01,3.59,paypal,standard_shipping,1
12001,1892,2026-09-28,63.42,28.98,6.06,credit_card,express_shipping,0
12002,431,2025-12-02,221.41,17.76,12.08,apple_pay,standard_shipping,1
12003,8744,2026-10-15,63.26,19.87,2.21,paypal,express_shipping,0
12004,1146,2024-11-27,174.32,37.12,10.43,paypal,standard_shipping,0
12005,10307,2024-08-12,88.2,10.89,8.96,apple_pay,standard_shipping,1
12006,9648,2026-10-07,159.07,28.52,14.36,credit_card,express_shipping,1
12007,5045,2024-01-31,188.87,35.9,3.11,paypal,express_shipping,1
12008,9105,2024-03-14,102.5,9.2,10.77,apple_pay,express_shipping,0
12009,2138,2025-05-11,178.96,17.1,0.9,apple_pay,express_shipping,1
12010,8229,2026-07-10,77.65,13.05,4.6,credit_card,standard_shipping,0
12011,3236,2025-11-25,225.46,17.4,11.99,paypal,standard_shipping,1
12012,4966,2025-03-23,244.35,17.06,8.2,apple_pay,express_shipping,0
12013,7836,2026-07-13,105.4,27.8,11.22,paypal,express_shipping,1
12014,8357,2026-07-17,22.25,32.5,6.06,credit_card,express_shipping,1
12015,5594,2026-10-23,188.4,4.01,11.97,credit_card,standard_shipping,0
12016,4816,2026-03-26,198.67,20.15,3.15,apple_pay,express_shipping,0
12017,5395,2025-06-26,248.05,21.62,8.3,apple_pay,express_shipping,1
12018,1987,2026-08-25,234.82,4.65,4.89,apple_pay,standard_shipping,0
12019,4749,2026-12-06,63.01,36.82,1.62,credit_card,express_shipping,0
12020,6411,2024-05-15,30.8,32.88,0.9,paypal,express_shipping,0
12021,8250,2026-07-07,109.02,33.61,4.0,apple_pay,express_shipping,0
12022,4743,2025-05-19,81.11,35.66,7.75,apple_pay,standard_shipping,1
12023,1845,2024-03-25,69.17,37.23,3.77,apple_pay,express_shipping,1
12024,11663,2025-05-20,57.97,23.87,7.01,credit_card,standard_shipping,0
12025,11841,2024-01-02,161.99,23.63,1.46,credit_card,standard_shipping,0
12026,4195,2026-02-17,243.27,30.94,14.93,credit_card,express_shipping,0
12027,9901,2024-08-19,17.42,2.38,7.27,paypal,express_shipping,1
12028,7054,2026-09-14,204.06,38.02,10.38,apple_pay,express_shipping,1
12029,6929,2024-07-05,240.68,33.59,1.45,apple_pay,standard_shipping,1
12030,2149,2024-02-15,183.32,39.74,1.43,credit_card,standard_shipping,1
12031,6956,2026-10-21,114.3,10.15,10.8,apple_pay,standard_shipping,0
12032,8273,2025-09-11,205.67,3.75,2.98,paypal,express_shipping,0
12033,1947,2026-05-30,159.36,33.35,12.28,paypal,standard_shipping,1
12034,346,2026-05-22,56.58,5.46,0.69,paypal,standard_shipping,0
12035,726,2025-03-20,134.36,10.01,10.81,paypal,express_shipping,1
12036,6931,2026-12-20,225.65,18.87,14.04,credit_card,express_shipping,0
12037,9568,2024-02-07,64.91,31.66,12.18,apple_pay,express_shipping,1
12038,6653,2026-09-20,227.8,13.91,12.24,credit_card,standard_shipping,1
12039,5798,2025-10-31,122.32,10.9,12.8,credit_card,standard_shipping,0
12040,8568,2026-01-10,243.72,6.03,10.93,credit_card,standard_shipping,1
12041,7395,2025-06-17,138.53,15.48,8.89,apple_pay,standard_shipping,1
12042,4529,2025-01-04,98.77,31.15,11.35,credit_card,standard_shipping,1
12043,5464,2024-01-10,148.72,8.25,6.89,apple_pay,express_shipping,1
12044,9669,2024-11-10,65.32,11.28,7.29,credit_card,express_shipping,0
12045,2965,2024-01-19,103.28,18.32,4.41,apple_pay,express_shipping,1
12046,5279,2026-10-07,166.46,6.56,13.6,credit_card,standard_shipping,1
12047,5159,2026-04-15,73.46,13.23,4.65,credit_card,express_shipping,0
12048,188,2025-08-20,220.42,20.57,12.57,credit_card,standard_shipping,0
12049,11856,2024-09-11,138.5,33.98,2.91,credit_card,standard_shipping,1
12050,5600,2026-05-13,31.11,33.74,14.13,credit_card,express_shipping,1
12051,10930,2025-06-17,112.82,35.36,3.4,paypal,express_shipping,1
12052,5387,2026-10-27,114.36,34.92,9.09,apple_pay,express_shipping,1
12053,4523,2024-01-09,47.26,16.0,14.28,credit_card,express_shipping,1
12054,8918,2025-01-23,26.8,39.87,14.64,paypal,express_shipping,0
12055,358,2026-07-12,90.91,1.95,10.59,apple_pay,standard_shipping,0
12056,586,2024-03-10,138.05,28.32,3.48,apple_pay,express_shipping,1
12057,144,2025-03-05,188.43,38.09,14.18,credit_card,standard_shipping,0
12058,10568,2026-03-24,131.94,38.44,13.83,paypal,standard_shipping,1
12059,6865,2026-11-08,227.27,34.25,6.0,apple_pay,standard_shipping,1
12060,4314,2025-03-30,122.12,30.81,0.38,apple_pay,express_shipping,0
12061,6055,2025-07-23,91.41,22.86,12.75,paypal,standard_shipping,0
12062,8440,2026-02-21,22.86,32.61,14.85,paypal,express_shipping,1
12063,6983,2024-01-15,62.23,14.44,11.94,paypal,express_shipping,0
12064,367,2026-03-20,231.36,18.26,8.43,apple_pay,standard_shipping,0
12065,5275,2025-03-19,180.83,33.53,2.75,apple_pay,standard_shipping,1
12066,1048,2025-08-02,54.02,6.22,10.47,paypal,express_shipping,0
12067,9159,2026-08-01,217.74,4.23,13.2,paypal,express_shipping,0
12068,9696,2026-03-18,132.46,7.42,12.52,apple_pay,express_shipping,0
12069,9895,2024-09-12,241.56,28.13,4.54,credit_card,standard_shipping,1
12070,10446,2024-07-17,151.29,6.94,5.54,apple_pay,express_shipping,0
12071,6750,2024-08-06,55.22,13.08,7.08,apple_pay,standard_shipping,1
12072,9536,2025-09-18,84.44,37.22,14.0,credit_card,express_shipping,0
12073,5257,2025-02-14,126.39,5.33,7.48,paypal,express_shipping,0
12074,11498,2026-10-10,144.64,31.38,5.68,paypal,standard_shipping,0
12075,6832,2024-05-12,30.5,36.22,8.38,credit_card,express_shipping,0
12076,11263,2026-07-11,109.87,36.07,11.91,paypal,express_shipping,0
12077,10156,2024-09-19,50.12,17.57,9.69,credit_card,express_shipping,0
12078,563,2024-02-19,31.56,13.75,4.72,credit_card,standard_shipping,0
12079,7955,2024-02-01,83.24,14.99,2.45,credit_card,express_shipping,1
12080,10316,2024-02-11,117.63,9.04,14.98,apple_pay,express_shipping,0
12081,8246,2024-03-08,239.25,31.52,8.19,credit_card,standard_shipping,1
12082,5305,2026-04-18,159.27,5.28,6.03,credit_card,express_shipping,0
12083,1472,2026-07-30,55.48,26.59,1.83,paypal,standard_shipping,1
12084,5295,2025-01-24,167.52,22.34,10.71,credit_card,standard_shipping,0
12085,10191,2024-05-04,207.59,31.0,8.67,credit_card,standard_shipping,1
12086,895,2026-03-12,107.88,24.28,10.34,credit_card,express_shipping,1
12087,5993,2026-08-14,227.78,2.48,13.62,credit_card,standard_shipping,0
12088,1731,2026-02-04,139.0,34.92,12.27,paypal,express_shipping,0
12089,6339,2025-10-06,205.51,19.55,2.66,credit_card,express_shipping,0
12090,5626,2024-02-03,45.53,10.67,10.64,credit_card,standard_shipping,1
12091,1270,2024-03-24,49.8,13.33,3.5,apple_pay,express_shipping,1
12092,8480,2025-11-25,236.88,34.85,12.61,credit_card,standard_shipping,1
12093,9528,2024-05-31,244.19,13.94,14.41,apple_pay,express_shipping,1
12094,7986,2024-08-09,209.11,15.02,5.97,paypal,express_shipping,1
12095,7735,2026-04-08,133.16,34.02,0.78,apple_pay,express_shipping,1
12096,10145,2025-10-29,190.77,3.46,7.5,credit_card,express_shipping,0
12097,3917,2026-01-02,184.48,0.44,3.36,apple_pay,standard_shipping,0
12098,1368,2026-05-26,231.4,19.34,14.46,credit_card,express_shipping,0
12099,692,2026-12-27,217.73,23.76,1.38,paypal,standard_shipping,0
12100,4744,2025-05-13,123.6,27.29,3.59,paypal,express_shipping,1
12101,10518,2026-01-01,58.13,13.95,0.85,apple_pay,standard_shipping,1
12102,1995,2026-11-29,172.29,1.33,11.29,paypal,express_shipping,0
12103,4280,2024-01-26,244.27,13.3,5.89,apple_pay,express_shipping,0
12104,9334,2026-02-20,21.04,22.52,4.31,credit_card,express_shipping,0
12105,1985,2024-10-21,124.72,5.29,4.16,paypal,standard_shipping,0
12106,6397,2026-04-12,195.69,33.11,14.71,paypal,express_shipping,1
12107,5335,2025-04-07,67.67,14.8,2.09,paypal,express_shipping,1
12108,6555,2024-08-04,184.06,32.42,11.48,paypal,express_shipping,1
12109,3777,2025-12-01,164.72,9.98,5.14,paypal,express_shipping,1
12110,1829,2025-05-05,204.0,14.59,0.74,paypal,standard_shipping,1
12111,8425,2025-03-20,199.87,13.34,5.56,credit_card,standard_shipping,1
12112,3556,2024-10-19,172.85,10.22,7.84,apple_pay,standard_shipping,0
12113,3975,2026-06-24,233.48,33.64,0.7,apple_pay,standard_shipping,0
12114,4251,2026-01-04,121.86,14.32,2.17,apple_pay,standard_shipping,0
12115,5872,2025-01-12,149.0,19.61,2.08,paypal,standard_shipping,0
12116,573,2025-05-11,170.55,16.29,7.09,credit_card,standard_shipping,0
12117,5060,2025-06-13,189.09,21.68,10.97,apple_pay,standard_shipping,1
12118,8751,2025-07-30,138.74,10.26,4.28,paypal,standard_shipping,0
12119,5730,2026-09-18,26.85,11.47,0.43,apple_pay,standard_shipping,1
12120,4312,2026-08-15,125.55,35.31,2.52,paypal,standard_shipping,0
12121,5961,2026-12-15,150.37,1.34,9.74,credit_card,express_shipping,0
12122,11873,2024-09-02,114.9,1.47,3.59,apple_pay,express_shipping,0
12123,11045,2026-03-31,246.26,32.62,10.71,paypal,standard_shipping,1
12124,11168,2025-02-20,231.88,4.03,8.52,paypal,express_shipping,0
12125,8696,2025-10-12,134.32,19.8,1.47,credit_card,express_shipping,0
12126,10691,2026-02-20,82.67,26.08,5.62,credit_card,standard_shipping,1
12127,7139,2025-05-18,205.37,32.07,13.8,paypal,standard_shipping,0
12128,3115,2024-07-27,241.42,35.74,5.91,apple_pay,express_shipping,1
12129,1682,2024-11-03,163.54,6.35,14.65,apple_pay,standard_shipping,0
12130,1716,2024-02-17,28.29,32.67,13.5,credit_card,express_shipping,0
12131,8189,2026-06-14,201.18,2.8,11.83,paypal,standard_shipping,0
12132,2543,2024-07-13,129.09,34.59,13.64,credit_card,express_shipping,1
12133,6171,2024-05-31,66.63,32.39,4.77,apple_pay,express_shipping,0
12134,6853,2026-07-25,134.12,15.22,3.99,paypal,standard_shipping,1
12135,3143,2025-02-09,81.83,33.88,10.44,credit_card,express_shipping,0
12136,1058,2024-04-09,184.48,20.49,7.5,paypal,standard_shipping,0
12137,5130,2024-08-01,189.14,4.2,1.59,paypal,standard_shipping,1
12138,5353,2026-12-21,225.91,19.95,6.88,paypal,express_shipping,0
12139,9783,2024-04-20,168.72,35.5,3.11,apple_pay,express_shipping,0
12140,10149,2025-04-11,220.84,12.36,10.48,apple_pay,express_shipping,0
12141,10320,2025-09-27,246.14,15.97,2.46,paypal,express_shipping,1
12142,5590,2026-08-29,216.82,36.92,0.53,apple_pay,standard_shipping,0
12143,4027,2024-07-27,130.04,7.03,5.81,paypal,express_shipping,0
12144,201,2025-02-23,40.02,35.78,3.51,credit_card,standard_shipping,1
12145,1143,2024-02-21,127.32,20.72,9.06,credit_card,standard_shipping,0
12146,4304,2024-01-15,177.68,4.29,5.44,credit_card,express_shipping,0
12147,1592,2025-09-13,39.53,29.37,1.4,apple_pay,express_shipping,1
12148,7635,2026-03-10,138.5,37.04,6.95,credit_card,standard_shipping,1
12149,9482,2024-10-28,40.29,39.09,13.63,paypal,express_shipping,0
12150,2578,2026-11-03,185.91,20.87,0.9,apple_pay,standard_shipping,1
12151,361,2025-03-24,166.7,9.89,6.75,apple_pay,express_shipping,0
12152,8593,2025-06-20,115.85,34.48,4.3,credit_card,standard_shipping,0
12153,8933,2026-03-28,51.97,36.13,10.97,paypal,express_shipping,1
12154,5167,2026-03-28,17.26,28.55,11.29,apple_pay,express_shipping,0
12155,4926,2026-11-08,33.43,25.78,7.09,apple_pay,express_shipping,1
12156,8664,2026-09-06,244.92,28.65,0.38,credit_card,express_shipping,1
12157,6236,2026-02-16,86.1,15.54,2.07,paypal,standard_shipping,0
12158,6154,2024-06-20,165.64,38.24,12.71,apple_pay,express_shipping,0
12159,3874,2025-06-07,216.85,6.6,2.67,credit_card,standard_shipping,1
12160,6858,2025-07-07,142.42,29.72,11.26,paypal,express_shipping,0
12161,8312,2024-01-23,75.62,3.15,13.73,credit_card,standard_shipping,1
12162,10968,2025-05-23,30.41,7.54,5.24,paypal,express_shipping,0
12163,6517,2024-11-05,119.83,22.85,10.44,credit_card,standard_shipping,0
12164,3336,2025-12-19,179.02,4.95,1.82,paypal,standard_shipping,1
12165,3029,2026-08-03,122.09,26.0,9.83,paypal,standard_shipping,1
12166,7457,2025-10-25,153.52,4.54,4.18,paypal,express_shipping,0
12167,11172,2026-09-26,187.32,23.78,4.59,credit_card,standard_shipping,1
12168,1962,2026-11-07,157.69,14.92,3.13,credit_card,standard_shipping,0
12169,5286,2024-09-03,21.44,25.19,7.78,apple_pay,express_shipping,1
12170,11553,2024-09-22,228.5,18.8,6.11,credit_card,express_shipping,0
12171,9473,2025-02-18,234.06,12.38,7.59,apple_pay,standard_shipping,0
12172,9146,2024-05-18,213.67,35.77,14.15,credit_card,express_shipping,0
12173,2728,2026-12-19,128.64,39.99,5.44,apple_pay,express_shipping,1
12174,10675,2026-07-19,225.22,32.54,10.86,credit_card,express_shipping,1
12175,9843,2025-08-23,180.84,18.14,5.28,apple_pay,standard_shipping,0
12176,992,2025-02-15,231.48,4.01,4.45,apple_pay,express_shipping,1
12177,8094,2024-12-26,105.17,12.03,6.53,paypal,express_shipping,1
12178,8523,2026-06-08,159.32,27.85,10.67,apple_pay,standard_shipping,0
12179,8757,2026-10-18,24.59,13.3,2.44,credit_card,standard_shipping,1
12180,9196,2026-07-28,130.12,22.22,1.29,apple_pay,express_shipping,1
12181,9015,2025-04-01,47.26,1.61,3.38,credit_card,standard_shipping,0
12182,6231,2025-02-18,190.03,0.65,7.02,paypal,express_shipping,0
12183,10650,2024-01-12,241.78,30.87,0.55,credit_card,express_shipping,1
12184,3188,2024-08-29,78.76,30.5,5.97,credit_card,standard_shipping,1
12185,4293,2026-10-08,220.53,36.29,9.95,paypal,standard_shipping,0
12186,7478,2025-10-17,171.26,14.85,13.83,paypal,standard_shipping,0
12187,7111,2026-07-05,231.4,33.56,13.05,apple_pay,express_shipping,1
12188,1315,2025-12-06,96.62,13.24,7.03,credit_card,standard_shipping,0
12189,5572,2026-10-20,218.76,18.58,14.89,apple_pay,standard_shipping,0
12190,1364,2024-09-23,50.29,23.06,11.74,paypal,standard_shipping,0
12191,10253,2024-07-30,137.04,16.62,14.8,apple_pay,express_shipping,0
12192,1948,2025-07-24,46.92,15.12,0.8,apple_pay,standard_shipping,1
12193,5814,2026-03-19,150.14,35.94,14.96,apple_pay,standard_shipping,0
12194,8891,2024-11-30,133.58,8.59,13.59,credit_card,express_shipping,1
12195,3301,2026-02-04,94.32,37.11,1.29,credit_card,standard_shipping,0
12196,3203,2024-10-09,38.49,37.96,5.17,paypal,standard_shipping,0
12197,7230,2025-12-28,227.32,19.61,0.66,apple_pay,express_shipping,1
12198,6695,2025-09-02,49.46,9.34,14.39,credit_card,standard_shipping,0
12199,1480,2024-03-03,30.04,14.92,2.71,apple_pay,express_shipping,1
12200,2876,2024-02-14,105.88,22.09,7.94,apple_pay,standard_shipping,0
12201,10101,2026-09-24,61.8,19.5,7.73,credit_card,standard_shipping,1
12202,1914,2024-05-25,105.19,20.09,3.81,paypal,standard_shipping,1
12203,517,2024-06-11,134.45,16.8,12.82,credit_card,express_shipping,1
12204,8447,2026-09-27,230.53,10.3,3.27,credit_card,standard_shipping,0
12205,8941,2025-11-24,39.36,28.46,11.0,paypal,standard_shipping,0
12206,2324,2024-03-02,157.13,11.84,7.7,credit_card,standard_shipping,1
12207,10298,2026-11-05,134.09,0.32,10.97,paypal,standard_shipping,1
12208,10371,2026-11-23,47.81,9.46,0.36,credit_card,standard_shipping,0
12209,10960,2026-01-29,167.46,14.26,12.42,apple_pay,standard_shipping,0
12210,11346,2025-03-15,134.48,37.96,14.63,paypal,express_shipping,1
12211,5179,2024-03-10,222.49,31.68,6.68,credit_card,express_shipping,1
12212,263,2025-07-08,20.75,33.27,11.01,credit_card,express_shipping,1
12213,7177,2026-08-06,155.18,37.86,10.08,credit_card,standard_shipping,0
12214,6738,2024-04-26,189.41,16.23,11.98,credit_card,express_shipping,0
12215,9087,2026-04-10,57.46,20.36,6.7,apple_pay,standard_shipping,0
12216,1537,2025-11-30,129.94,0.23,1.66,paypal,express_shipping,0
12217,2282,2025-01-27,105.21,18.79,14.41,apple_pay,express_shipping,1
12218,3018,2026-04-03,211.11,39.24,7.95,apple_pay,standard_shipping,0
12219,8191,2026-09-06,207.41,1.9,11.66,apple_pay,express_shipping,1
12220,6450,2025-06-30,16.05,16.0,0.49,apple_pay,standard_shipping,1
12221,5933,2024-08-14,96.05,20.62,13.37,apple_pay,express_shipping,0
12222,6091,2025-01-14,82.72,5.53,5.19,paypal,express_shipping,1
12223,1478,2025-12-24,206.02,33.34,3.02,paypal,express_shipping,0
12224,7926,2026-01-09,37.5,5.75,6.89,apple_pay,express_shipping,1
12225,1660,2024-02-16,103.63,10.41,5.52,paypal,express_shipping,0
12226,7324,2026-06-26,249.35,4.52,8.82,apple_pay,express_shipping,1
12227,7865,2026-12-14,85.33,21.7,1.22,paypal,express_shipping,0
12228,10916,2025-07-22,176.43,5.88,5.42,paypal,express_shipping,0
12229,4970,2026-04-24,72.07,7.91,1.49,paypal,standard_shipping,1
12230,5271,2024-07-09,167.68,4.84,10.17,credit_card,standard_shipping,0
12231,10753,2024-06-18,210.39,18.16,0.58,apple_pay,standard_shipping,1
12232,8948,2025-10-14,99.09,3.91,0.81,paypal,express_shipping,0
12233,9326,2026-05-02,137.13,7.17,1.57,paypal,standard_shipping,0
12234,1606,2026-08-22,75.99,19.1,3.52,apple_pay,standard_shipping,1
12235,2414,2026-05-13,22.26,10.33,11.03,credit_card,express_shipping,1
12236,2758,2024-02-10,233.2,1.3,2.63,credit_card,express_shipping,1
12237,9548,2024-02-28,186.7,35.55,12.2,credit_card,express_shipping,0
12238,9611,2024-03-09,116.41,22.92,5.53,apple_pay,express_shipping,0
12239,4154,2025-05-28,181.62,22.03,9.88,apple_pay,express_shipping,0
12240,1378,2024-10-28,126.92,1.9,8.24,paypal,standard_shipping,1
12241,1387,2026-06-24,197.65,16.99,8.57,credit_card,express_shipping,0
12242,11753,2024-03-30,161.79,12.63,3.54,paypal,express_shipping,1
12243,641,2025-09-29,138.16,26.55,10.05,paypal,express_shipping,1
12244,7804,2024-05-12,39.72,1.26,11.61,apple_pay,standard_shipping,1
12245,6626,2024-08-02,97.99,1.97,4.09,paypal,standard_shipping,1
12246,339,2026-01-23,228.66,1.21,2.17,paypal,standard_shipping,1
12247,5873,2026-06-21,202.8,0.97,8.58,apple_pay,standard_shipping,0
12248,8329,2026-05-07,139.92,23.42,8.77,credit_card,express_shipping,1
12249,4640,2024-01-09,140.55,26.88,2.27,credit_card,express_shipping,1
12250,3541,2024-09-25,177.94,18.15,8.17,apple_pay,express_shipping,0
12251,10377,2026-12-11,240.14,25.5,7.66,apple_pay,express_shipping,1
12252,3285,2024-12-04,123.35,13.4,10.43,credit_card,standard_shipping,1
12253,10364,2024-03-24,180.89,10.5,8.85,paypal,standard_shipping,0
12254,1922,2024-11-03,46.7,34.41,3.09,paypal,standard_shipping,1
12255,9164,2024-07-17,45.95,2.63,7.43,paypal,standard_shipping,1
12256,11424,2024-05-21,127.84,19.28,10.36,credit_card,express_shipping,1
12257,766,2024-09-21,84.0,0.61,4.43,apple_pay,express_shipping,1
12258,10889,2025-05-08,92.85,10.85,1.56,paypal,standard_shipping,0
12259,6473,2025-07-13,171.16,19.89,6.09,credit_card,express_shipping,0
12260,7495,2025-11-20,147.08,36.16,1.87,paypal,standard_shipping,0
12261,41,2025-10-21,51.9,6.38,10.62,paypal,standard_shipping,1
12262,10321,2025-12-31,238.15,35.66,13.23,apple_pay,standard_shipping,0
12263,9122,2026-05-20,122.8,29.01,14.95,credit_card,standard_shipping,1
12264,2465,2024-12-01,216.13,22.12,8.94,apple_pay,express_shipping,1
12265,9346,2024-02-08,249.87,32.73,8.09,credit_card,express_shipping,0
12266,12,2026-11-12,75.18,36.28,3.71,paypal,express_shipping,0
12267,3565,2026-03-13,121.79,3.66,5.57,apple_pay,standard_shipping,1
12268,2351,2025-01-29,160.36,30.64,13.18,paypal,express_shipping,1
12269,7361,2025-07-01,227.15,25.64,3.61,credit_card,standard_shipping,1
12270,5094,2025-07-14,169.46,31.92,13.09,apple_pay,standard_shipping,0
12271,8959,2025-06-17,245.14,10.63,10.04,paypal,standard_shipping,0
12272,4689,2025-08-18,107.32,8.84,4.45,apple_pay,express_shipping,1
12273,3763,2026-06-24,104.2,24.47,9.59,credit_card,standard_shipping,1
12274,138,2025-02-07,86.2,25.17,9.73,apple_pay,standard_shipping,1
12275,10550,2025-04-19,26.99,34.73,4.81,apple_pay,express_shipping,0
12276,8710,2026-11-21,68.59,24.53,4.44,apple_pay,standard_shipping,1
12277,2930,2025-03-27,31.29,3.85,14.89,paypal,express_shipping,1
12278,3065,2026-03-11,77.42,1.63,4.6,apple_pay,express_shipping,1
12279,6740,2026-12-19,136.02,30.24,14.8,paypal,express_shipping,0
12280,630,2024-07-25,117.84,23.67,12.59,paypal,express_shipping,0
12281,10101,2026-09-19,134.57,15.34,4.53,apple_pay,express_shipping,1
12282,4270,2026-03-03,116.0,36.24,5.36,credit_card,express_shipping,1
12283,9652,2026-06-12,213.55,3.04,1.26,paypal,standard_shipping,1
12284,2907,2026-07-30,83.61,1.06,0.96,credit_card,standard_shipping,0
12285,256,2024-01-11,229.01,32.44,1.13,paypal,standard_shipping,0
12286,2660,2024-04-17,36.18,15.23,3.05,apple_pay,express_shipping,1
12287,9105,2024-03-19,197.16,1.41,11.53,apple_pay,standard_shipping,0
12288,8960,2026-08-03,244.55,9.62,12.45,credit_card,standard_shipping,1
12289,4161,2025-08-02,15.48,10.52,6.21,credit_card,express_shipping,1
12290,8892,2024-04-10,101.72,34.05,4.61,paypal,express_shipping,1
12291,825,2024-02-28,226.77,10.02,6.66,apple_pay,express_shipping,1
12292,3759,2025-08-20,210.28,0.91,7.4,credit_card,standard_shipping,0
12293,4477,2024-01-07,171.16,35.09,0.38,credit_card,standard_shipping,0
12294,328,2026-04-10,143.05,13.29,1.28,paypal,standard_shipping,0
12295,9208,2026-11-25,67.95,22.93,7.21,apple_pay,standard_shipping,0
12296,5201,2024-03-20,50.37,13.37,5.17,apple_pay,express_shipping,0
12297,3228,2024-02-20,111.04,17.06,10.31,credit_card,standard_shipping,1
12298,11620,2026-06-18,98.69,32.72,8.85,paypal,standard_shipping,1
12299,6607,2026-03-01,33.39,10.01,5.03,credit_card,standard_shipping,0
12300,2889,2025-04-25,140.86,30.11,7.43,paypal,standard_shipping,0
12301,351,2026-02-13,245.7,22.77,3.04,credit_card,express_shipping,1
12302,3209,2026-05-06,245.66,16.33,5.25,paypal,standard_shipping,0
12303,7360,2025-01-28,221.87,15.15,13.28,apple_pay,standard_shipping,1
12304,738,2024-10-23,156.4,30.86,11.94,paypal,standard_shipping,1
12305,1653,2026-03-24,149.39,12.87,13.29,credit_card,express_shipping,0
12306,6816,2024-05-06,167.77,32.22,12.93,paypal,standard_shipping,0
12307,8526,2024-01-20,241.23,35.36,2.36,paypal,express_shipping,0
12308,6737,2025-01-29,29.16,14.05,6.82,credit_card,express_shipping,1
12309,6832,2026-12-12,213.47,33.58,7.65,apple_pay,express_shipping,1
12310,9585,2024-11-30,180.49,12.68,12.78,paypal,standard_shipping,0
12311,306,2026-12-29,188.49,4.99,10.1,paypal,standard_shipping,0
12312,8973,2026-01-23,91.75,23.11,12.3,apple_pay,express_shipping,1
12313,3570,2025-12-02,142.78,3.98,13.75,paypal,standard_shipping,1
12314,6290,2026-01-15,111.85,17.0,5.97,apple_pay,standard_shipping,0
12315,5306,2026-04-07,46.9,20.92,12.91,credit_card,express_shipping,1
12316,4765,2024-06-17,83.08,30.09,6.06,apple_pay,standard_shipping,0
12317,5774,2026-08-23,233.44,6.76,3.4,paypal,express_shipping,1
12318,10449,2024-08-06,206.11,25.82,13.35,apple_pay,express_shipping,1
12319,9967,2024-12-22,89.58,18.82,11.16,paypal,standard_shipping,0
12320,3007,2026-03-05,95.64,19.99,0.2,apple_pay,express_shipping,1
12321,2711,2024-04-21,240.74,9.58,3.58,apple_pay,express_shipping,1
12322,7677,2026-11-21,148.1,12.48,0.62,credit_card,standard_shipping,1
12323,3344,2025-10-10,154.28,1.71,5.26,credit_card,express_shipping,0
12324,8399,2024-09-08,212.87,12.66,5.06,apple_pay,standard_shipping,0
12325,6114,2024-06-30,119.57,16.18,7.94,paypal,standard_shipping,1
12326,10114,2025-06-15,90.09,23.9,2.85,apple_pay,express_shipping,1
12327,6407,2025-09-12,219.22,32.92,11.39,paypal,standard_shipping,1
12328,11066,2025-05-26,191.43,23.49,2.32,paypal,standard_shipping,0
12329,11654,2026-10-20,134.12,12.16,12.26,credit_card,standard_shipping,0
12330,3624,2025-02-27,37.41,9.79,6.01,paypal,standard_shipping,1
12331,7024,2024-01-05,96.72,5.61,13.26,paypal,standard_shipping,1
12332,10885,2025-12-12,42.35,24.07,2.51,apple_pay,express_shipping,0
12333,1823,2025-10-26,86.71,22.06,10.58,credit_card,standard_shipping,0
12334,3898,2025-02-15,232.44,9.72,4.42,credit_card,standard_shipping,0
12335,7720,2025-12-27,22.99,19.17,12.95,paypal,standard_shipping,1
12336,8699,2024-10-12,116.87,25.81,13.48,credit_card,express_shipping,0
12337,9987,2026-06-09,245.39,10.47,11.03,paypal,standard_shipping,0
12338,9609,2026-08-07,129.73,38.7,10.55,paypal,express_shipping,1
12339,11071,2026-04-26,218.26,1.27,13.36,paypal,standard_shipping,0
12340,6913,2024-04-30,215.91,26.28,8.49,apple_pay,standard_shipping,1
12341,6402,2026-02-20,213.01,16.01,2.77,paypal,standard_shipping,1
12342,10000,2026-01-20,179.37,22.39,6.78,credit_card,standard_shipping,1
